Hello!	哈佬。
I am at a loss what to buy him for his birthday.	我諗唔到買啲咩送俾佢做生日禮物先好。
I am sure this book will be of great use to you.	我肯定呢本書會對你好有用。
I didn't answer your letter, because I was busy.	我係因為忙得濟，所以先至冇回信俾你㗎咋。
I didn't realize you couldn't understand French.	我唔知你唔識法文。
I don't really know why, but they don't like me.	我都唔知點解，但係佢哋唔係好鍾意我。
I felt out of place in the expensive restaurant.	我喺間高級餐廳度覺得好唔自在。
I had just written the letter when he came back.	佢返到嚟嗰陣，我啱啱好寫完封信。
I haven't eaten anything in the past three days.	我三日冇食嘢喇。
I lost the door key, so I can't enter the house.	我唔見咗條門匙，所以我入唔到間屋。
I often used to play tennis with him on Sundays.	我以前星期日成日同佢去打網球。
I realize I'm new here, but I have a suggestion.	我知我係新嚟嘅，但係我有一個建議。
I was searching for something that didn't exist.	我搵緊一樣唔存在嘅嘢。
I will study abroad when I have finished school.	我畢咗業之後諗住去外國讀書。
I'd like a wake-up call at six tomorrow morning.	唔該聽朝六點鐘打電話嚟叫我起身吖。
I'd like to know why you weren't here yesterday.	我想知你尋日點解唔喺到。
I'll have exams right after the summer holidays.	我放完暑假即刻就要考試喇。
I'm thinking about putting my house up for sale.	我諗緊好冇賣咗棟樓佢。
I've spent an entire hour waiting for my friend.	我等咗我個friend成粒鐘。
It happened that I sat next to her at a meeting.	我開會嗰陣咁啱得咁橋坐正喺佢隔籬。
It isn't easy to write a love letter in English.	用英文寫情信好難寫得好。
It looks like they're satisfied with the result.	佢哋好似對個結果好滿意噉。
Mary made a cake without her mother's knowledge.	瑪莉唔俾佢阿媽知，自己整咗一件蛋糕。
Only a few people came to the meeting yesterday.	尋日淨係得幾個人嚟咗開會。
She stayed at home all day instead of going out.	佢成日冇出街留喺屋企。
She was not merely beautiful, but also talented.	佢唔單止靚女，仲好有才華添。
The teacher has a great influence on his pupils.	個老師對班學生影響好大。
There's a possibility that the man was murdered.	佢有可能係俾人謀殺嘅。
This is the most beautiful flower in the garden.	呢朵係成個花園最靚嘅花。
Tom doesn't take very good care of his children.	阿Tom冇好好噉照顧佢啲仔女。
Tom isn't the only one here who's a good singer.	呢到除咗阿Tom之外仲有好多人唱歌唱得好好聽。
Tom wants his children to have a good education.	阿Tom想佢啲仔女接受優良嘅教育。
We have to take this problem into consideration.	我哋要考慮呢個問題。
We hope to reach the summit before it gets dark.	我哋希望可以喺天黑之前上到山頂。
What were you doing when I called you yesterday?	尋日我打電話嚟嗰陣，你喺度做緊啲咩呀？
Why do you always have to overcomplicate things?	你點解係都要搞到啲嘢咁複雜啫？
You haven't shown this to anyone else, have you?	你冇俾其他人睇過㗎可？
As soon as she read the letter, she began to cry.	佢一開始讀嗰封信就喊咗出嚟。
Australia is the smallest continent in the world.	澳洲喺世界上最細嘅大洲。
Divide this line segment into twenty equal parts.	將呢條線分做二十個等分。
Do you think this jelly's firm enough to eat yet?	你話兜啫喱凝咗未吖嗱？
Here. Take this with you. It might come in handy.	嗱，攞去啦，可能會有用。
How many Christmas cards did you write last year?	你舊年寫咗幾多張聖誕卡？
I got up early in order to catch the first train.	我為咗搭頭班火車，晨咁早就起咗身。
I take my clothes to the cleaner's twice a month.	我每半個月就會攞我啲衫去乾洗舖度洗。
I took it for granted that he would win the race.	我以為佢一定會跑第一。
I used to keep a diary when I was at high school.	我讀中學嗰陣時有寫日記㗎。
I'll travel across Europe by bicycle this summer.	我今個夏天諗住踩單車環遊歐洲。
If you touch that wire, you will receive a shock.	你掂嗰條電線就會觸電㗎喇。
My dad bought a model plane for me for Christmas.	我阿爸買咗部模型飛機俾我做聖誕禮物。
That problem has been shelved for the time being.	呢個問題擺埋一邊先。
The children were so noisy that I couldn't study.	啲細路嘈到我溫唔到書。
The problem has more to do with you than with me.	呢個問題關你事多過關我事。
The rocket ought to have reached the moon by now.	支火箭而家應該已經到咗月球喇。
The teacher wrote French words on the blackboard.	個老師喺黑板度寫咗啲法文字。
There's no need to panic. There's plenty of time.	唔使急，仲有大把時間。
This is very good ice cream. Won't you have some?	呢隻雪糕好好味㗎，你試唔試少少呀？
We hurried to the airport only to miss the plane.	我哋急急腳趕咗去機場，但係班機已經走咗。
What is the temperature of the water in the pool?	泳池啲水幾多度呀？
What was the best present you got last Christmas?	你舊年聖誕收過最正嘅禮物係咩呀？
You are not to speak to him while he is studying.	你唔應該喺佢溫緊書嗰陣同佢講嘢。
You will miss Japanese food in the United States.	你去到美國就會掛住日本啲嘢食㗎喇。
"Why aren't you going?" "Because I don't want to."	「你做咩唔去嘅？」「因為我唔想去囉。」
After they had finished their work, they went out.	佢哋做完啲嘢就出咗去。
At that time, my mother was younger than I am now.	我阿媽嗰陣仲後生過我。
Didn't you know that he passed away two years ago?	你唔知佢兩年前瓜咗老襯咩？
Don't forget to take your umbrella when you leave.	你出門口嗰陣記住攞遮呀。
For him to finish it in a day would be impossible.	佢冇可能一日之內就搞得掂。
He was angry because I wouldn't give him any help.	佢嬲我唔幫佢手。
I can't remember how to say "Thank you" in German.	我諗唔起「多謝」用德文點講。
I think it's time for me to make some new friends.	我諗我係時候識返幾個新朋友喇。
I will include the author's and publisher's names.	我會擺埋個作者名同埋個出版社名落去。
I'm not saying that your answers are always wrong.	我唔係話你啲答案一定錯。
People are more educated now than they used to be.	而家啲人啲教育程度高過以前好多。
Radishes might be more expensive than the carrots.	啲白蘿蔔可能貴過啲紅蘿蔔。
She tasted the cake to see if it was sweet enough.	佢試個蛋糕夠唔夠甜。
She was kind enough to lend me large sum of money.	佢好好人，借咗一大筆錢俾我。
Since the weather is so good, can I open a window?	天氣咁好，我開窗得唔得呀？
The cottage looked as if nobody were living in it.	間屋仔睇落好似冇人住噉。
The matter will be brought up at the next meeting.	呢個問題等下次開會先傾。
We had less snow this winter than we had expected.	今個秋天冇我哋想像中落咁多雪。
What do you want Santa to bring you for Christmas?	你想聖誕老人送咩禮物俾你呀？
When are you going to stop laughing like an idiot?	你可唔可以唔好成個傻仔噉喺度笑呀？
Who will you give Christmas presents to this year?	你今年諗住送聖誕禮物俾咩人呀？
You shouldn't go swimming after eating a big meal.	食到好飽嗰陣唔應該去游水。
Your composition was good except for the spelling.	你啲文章寫得好好，但係有好多字串錯咗。
"Have you seen my cell phone?" "It's on the table."	「你有冇見過我部手提電話呀？」「咪喺張枱度囉。」
Could you please tell me how to get to the station?	我想問吓火車站點行呀？
Don't people tell you you look like Audrey Hepburn?	乜啲人冇同你講話你好似Audrey Hepburn咩？
Don't put off until tomorrow what you can do today.	今日嘅嘢今日做。
Drive more carefully, or you will have an accident.	小心啲揸車呀，如果唔係就會出事㗎喇。
He suddenly hung up the phone while I was speaking.	我講講吓嘢，佢就突然間收咗線。
How many Christmas cards did you receive last year?	你舊年收到幾多張聖誕卡呀？
How many Christmas presents did you give this year?	你今年送咗幾多份聖誕禮物俾人呀？
I can't get over how different the weather is here.	我唔慣呢度啲天氣，太唔同喇。
I don't use taxis unless it's absolutely necessary.	如非必要我都唔會搭的士。
I promise you that you'll get a raise after a year.	我保證你一年之後就會加人工。
I saw my neighbor's dog running around in the yard.	我見到隔籬屋養嗰隻狗喺個花園裏面跑嚟跑去。
I want to clean the house before my parents return.	我想喺阿爸阿媽返嚟之前執乾淨間屋。
I'll meet him at the earliest opportunity possible.	我有機會會盡快見佢。
I'm not going to need a heavy coat where I'm going.	我去嗰度唔使厚褸。
In order to buy a foreign car, he worked very hard.	為咗買外國車，佢好努力做嘢。
It is impossible to master English in a year or so.	用一年半載就精通到英文係冇可能嘅事。
It occurred to me that I had left my purse at home.	我突然間醒起個銀包漏咗喺屋企。
It would seem that you know something that I don't.	好似你知道啲我唔知嘅嘢噃。
It's already eleven o'clock. I must be leaving now.	而家已經十一點喇。我一定要走喇。
It's getting dark. Please turn the light on for me.	個天開始黑囉喎。唔該幫我開咗盞燈佢吖。
My cat likes it when I scratch her behind the ears.	我隻貓好鍾意我幫佢𢯎耳仔。
No matter how he tried, he could not open the door.	佢出盡晒力都開唔到嗰道門。
Please remove your shoes before entering the house.	麻煩你入屋之前除咗對鞋先吖。
The accident was brought about by his carelessness.	因為佢唔小心，所以先會出事。
The committee consists of scientists and engineers.	個委員會係由科學家同工程師組成嘅。
The judge sentenced him to one year's imprisonment.	個法官判咗佢坐一年監。
The knight swore an oath of allegiance to the king.	個騎士發誓向國王忠誠。
There has been no rain here for the past two weeks.	我哋呢度已經兩個禮拜冇落過雨喇。
There were few students remaining in the classroom.	個班房裏面剩返好少學生。
This flower is yellow, but all the others are blue.	呢朵花係黃色嘅，但係其他嗰啲全部都係藍色嘅。
Tom was running around the streets drunk and naked.	阿Tom飲醉咗，冇著衫通街走。
Tufts University is a very famous school in Boston.	塔夫斯大學係波士頓一間好出名嘅大學。
You must consider what kind of work you want to do.	你一定要諗清楚你想做啲點嘅工。
You shouldn't talk about people behind their backs.	你唔應該喺背後講人壞話。
Can you make sashimi out of this fish I just caught?	你可唔可以用呢條我啱啱釣到嘅魚嚟整魚生呀？
Do you think a little salt would improve the flavor?	你話落少少鹽會唔會好味啲吖嗱？
Do you think we'll have a white Christmas this year?	你話今年聖誕會唔會落雪吖嗱？
Do you think you could lend me some of your records?	可唔可以借幾張 CD 俾我聽吓呀？
Do you want to eat French, Japanese or Chinese food?	你想食法國嘢，日本嘢定係中國嘢？
Don't make any noise or you'll scare the birds away.	唔好嘈呀，會嚇走啲雀仔㗎。
Drinking on an empty stomach is bad for your health.	空肚飲酒對身體唔好㗎。
Enter the laboratory and press the emergency button.	入實驗室㩒緊急掣。
He said he knew the famous actress, which was a lie.	佢話佢識得嗰個出名嘅女演員，但係佢講緊大話。
How much is the monthly fee of this swimming school?	呢間游水學校每個月要俾幾多學費㗎？
I avoid crossing the street here if I am in a hurry.	我趕時間嗰陣唔會喺呢到過馬路。
I don't like him because he loses his temper easily.	佢郁吓就發脾氣，所以我唔係好鍾意佢。
I regret having fallen in love with a girl like her.	我好後悔愛上咗一個咁樣樣嘅女仔。
If I eat too much chocolate, I break out in pimples.	我食得太多朱古力就會爆瘡。
If the hay caught fire, it would be a real disaster.	如果啲乾草著咗火就大劑喇。
It is impossible for me to finish the work in a day.	我用一日時間冇可能做得晒啲嘢。
It took him three months to learn to ride a bicycle.	佢學咗三個月先學識踩單車。
Last night, I went to bed without brushing my teeth.	尋晚我冇刷牙就走咗去瞓覺。
Most Swiss people can speak three or four languages.	瑞士人多數識講三、四種語言。
My coworker really knows how to suck up to the boss.	我個同事真係好識擦老細鞋㗎。
She breaks something every time she cleans the room.	佢執親房都要打爛咁啲嘢先至安樂。
Since I couldn't pay the rent, I asked him for help.	我冇錢交租，所以就搵佢幫手。
The children are sleeping. Please don't be so noisy.	班小朋友瞓緊覺㗎。唔該你細聲啲啦。
The teacher said that we must memorize these idioms.	個老師話我哋一定要背熟晒呢啲諺語佢。
There are over 800,000 Basque speakers in the world.	世界上有超過八十萬人講巴斯克文。
Three Chinese students were admitted to the college.	間大學收咗三個中國學生。
What is the good of having a car if you don't drive?	你都唔揸車，要架車嚟做咩啫？
While swimming in the pool, she lost her locker key.	佢喺個泳池游水嗰陣整唔見咗儲物櫃條鎖匙。
You may take this book as long as you keep it clean.	你可以拎呢本書走，但係唔好整污糟佢喎。
"Would you mind shutting the door?" "No, not at all."	「你可唔可以幫手閂埋道門呀？」「可以，梗係可以啦。」
A bad habit, once formed, is difficult to get rid of.	一養成咗壞習慣，就好難改返正㗎喇。
Anyone over eighteen years of age counts as an adult.	所有十八歲以上嘅人都算係大人。
As soon as you get the wall painted, you can go home.	你一油好埲牆就可以返屋企㗎喇。
Cambridge is the most famous university in the world.	劍橋大學係世界最有名嘅大學。
Did you believe in Santa Claus when you were a child?	你細個嗰陣信唔信有聖誕老人㗎？
He lived in France for some time, then went to Italy.	佢喺法國住咗一排，跟住就走咗去意大利。
I don't know whether he's younger or older than I am.	我唔知佢大過我定係細過我。
I'm really bad with names, but I never forget a face.	我記名好差，但係認人好叻。
If you don't want this, I'll give it to someone else.	如果你唔想要我就俾第個㗎喇。
It is dangerous to ride a motorbike without a helmet.	揸電單車唔戴頭盔好危險㗎。
It took a lot of time and money to build the machine.	呢部機係用咗好多時間同埋錢先至起好㗎。
It was a long war because neither side would give in.	因為雙方都唔肯投降，所以場仗打咗好耐。
There is no need to be frightened. He won't harm you.	唔使驚，佢唔會傷害你嘅。
This is the restaurant where we had dinner last week.	我哋上個禮拜就係喺呢間餐廳度食飯㗎喇。
We kept on working for hours without eating anything.	我哋一粒飯都冇落過肚，一路做咗幾個鐘頭。
We've been having strange weather the past few years.	呢幾年啲天氣好唔正常。
What's the best Christmas present you've ever gotten?	你成世人收過最正嘅聖誕禮物係咩呀？
Whether he comes or not, the result will be the same.	佢嚟又好，唔嚟又好，個結果都係一樣。
Why didn't you try the dress on before you bought it?	你做咩唔試吓條裙先買嘅？
You had better put out the fire before you go to bed.	你瞓覺之前最好整熄啲火先。
An article about our school appeared in the newspaper.	我哋間學校上咗報紙。
As soon as I hung up, the phone started ringing again.	我啱啱收線，個電話又響喇。
He asked me my age, my name, my address, and so forth.	他問咗我幾多歲、叫咩名、住邊度等等。
He not only speaks French, but he speaks Spanish, too.	佢唔單止識講法文，仲識講西班牙文。
How many hours does it take to go to Okinawa by plane?	坐飛機去沖繩要坐幾多個鐘㗎？
I can't conceive how I could have made such a mistake.	我唔明點解我可以犯埋啲咁嘅錯。
I don't have time to be bothered by such small things.	我冇時間煩埋啲咁芝蔴綠豆嘅嘢。
I hear that even taxi drivers often get lost in Tokyo.	我聽講連啲的士司機都成日喺東京蕩失路個喎。
I put in a good word for my friend at today's meeting.	我喺今日個會度幫我個朋友講咗啲好說話。
I think that everyone should study a foreign language.	我覺得所有人都應該學外語。
I was lucky that I was able to find a good babysitter.	我好好彩，搵到一個好嘅保姆。
I wonder if she'll recognize me after all these years.	過咗咁多年，唔知佢仲認唔認得我呢？
It is questionable whether this data can be relied on.	呢啲資料未必可靠。
It's a ten-minute ride from here to the train station.	由呢度坐車去火車站十分鐘就到。
Make sure to turn off all the lights before going out.	出去之前記住熄晒啲燈佢喎。
No sooner had Tom turned on the TV than the fuse blew.	阿 Tom 一開電視就跳咗 fuse。
Students are forbidden to smoke on the school grounds.	學生唔可以喺學校裏面食煙。
The largest English dictionary has over 450,000 words.	最大型嗰本英文字典收錄咗超過四十五萬個字。
The speed of light is much greater than that of sound.	光速快過音速好多。
We want to know what this project is going to cost us.	我哋想知呢個計劃大約要用幾多錢。
What was the best present you received last Christmas?	你舊年聖誕收過最正嘅禮物係咩呀？
You'll have to work hard if you want to pass the exam.	如果你唔想考試肥佬，就要勤力啲溫書喇。
Could you give me some change for this ten dollar bill?	你可唔可以幫我唱散呢張十蚊紙呀？
Do you think you can live on a dollar a day in America?	你覺得你喺美國每日淨係用一美金生唔生活到？
For some reason or other I cannot bring myself to work.	唔知點解我硬係無心機做嘢。
He is sure to pass the exam if he studies at this rate.	佢保持住而家呢種速度溫書嘅話，考試合格絕對無問題。
He sometimes forgets to take books back to the library.	佢有時會唔記得將啲書還返去圖書館。
How long does it take to walk from here to the station?	喺呢度行到去車站要幾耐㗎？
How much time did it take you to learn Chinese so well?	你啲中文學咗幾耐先學到咁好㗎？
I would rather read a book at home than go out tonight.	我今晚想喺屋企睇書，唔想出街。
I'd like to marry a girl who likes to play video games.	我想同一個鍾意打機嘅女仔結婚。
If it were not for my family, I would give up this job.	如果唔係為咗養家，我會辭咗份工。
If you listen closely enough you'll be able to hear it.	你聽真啲就聽到㗎喇。
Nowadays, almost every home has one or two televisions.	而家差唔多每家每戶都有一兩部電視喇。
One of my sons is a teacher, and the other is a doctor.	我有兩個仔，一個係老師，一個係醫生。
That man knows how to get on the president's good side.	嗰個人好識擦老細鞋㗎。
The child had no overcoat on although it was very cold.	雖然天氣好凍，但係個細路都無著到外套。
The man you saw in my office yesterday is from Belgium.	你尋日喺我辦工室度見到嗰個人係比利時人嚟嘅。
The train is traveling at the rate of 50 miles an hour.	架火車行緊五十咪。
The train is traveling at the rate of 50 miles an hour.	架火車每個鐘行緊五十咪。
The train is traveling at the rate of 50 miles an hour.	架火車每個鐘行緊五十英里。
This dictionary is very expensive, but is worth buying.	呢本字典雖然好貴，但係都係值得買嘅。
Tom and Mary sat on the beach and talked to each other.	Tom 同 Mary 坐喺沙灘傾偈。
We're expecting a lot of people to attend the ceremony.	我哋預計會有好多人出席典禮。
We've come to the conclusion that this is a true story.	我哋嘅結論就係，個傳言係真嘅。
What's the best Christmas present you've ever received?	你成世人收過最正嘅聖誕禮物係咩呀？
You had better not tell your father about the accident.	你最好唔好講件事俾你阿爸聽。
Are you sure there wasn't some kind of misunderstanding?	你肯定一啲誤會都冇？
Didn't you know that he passed away about two years ago?	你唔知佢兩年前死咗咩？
First of all, you should talk it over with your parents.	你應該同你阿爸阿媽傾吓先。
Frankly speaking, his new novel is not very interesting.	老實講，佢新出嗰本小說真係有啲悶。
He has not come yet. Something may have happened to him.	佢仲未到呀，唔知係咪發生咗啲咩意外呢？
He went out of the room without being noticed by anyone.	佢靜雞雞噉行出咗間房，冇人發現到佢。
How about having a drink after we finish our work today?	我哋今日做完嘢不如去飲返杯囉？
I feel like going out rather than staying at home today.	我今日想出街，唔想留喺屋企。
I would like to have something to munch on with my beer.	我想要啲嘢嚟送酒。
I would like to invite you to lunch, if you're not busy.	如果你得閒嘅話不如一齊食飯吖？
I'm so embarrassed I could dig a hole and crawl into it.	我瘀到想搵窿捐。
It struck me that the girl was trying to hide something.	我突然間覺得個女仔好似有啲嘢瞞住我。
It would be better for you to stay away from such a man.	呢啲噉嘅人，你都係唔好同佢行得咁埋好啲。
It's a good thing to read good books when you are young.	後生嗰陣睇多啲書好呀。
No matter how fast you run, you won't catch up with him.	你跑得幾快都追唔上佢㗎喇。
The police were unable to get anything out of the woman.	警察喺個女人度問唔到任何嘢。
The taste of wine is largely dependent upon the weather.	葡萄酒嘅味道好受天氣影響。
We all chipped in to buy our teacher a birthday present.	我哋一齊夾份買咗份生日禮物俾我哋個老師。
We have not been notified about their change of address.	我哋冇收到通知話佢哋改咗地址。
You can get a fine view of the sea from the mountaintop.	喺山頂度可以睇到好靚嘅海景。
Even plastic surgery won't do anything for your ugliness.	你咁樣衰，整容都冇用㗎喇。
I dozed off in the train and slept right past my station.	我喺火車度瞌着咗，最尾搞到過咗站。
I stayed home last night to be able to receive your call.	我尋晚留喺屋企等聽你電話。
I think it's time for me to discuss the problem with her.	我諗我係時候同佢傾傾個問題喇。
I was mistaken in thinking that he was a trustworthy man.	我仲以為佢好信得過添。
I wonder why anyone would want to do something like that.	我都唔明點解啲人會做埋啲咁嘅嘢。
I'll lend you the book, provided you return it next week.	如果你下個禮拜還到俾我嘅話，呢本書就借俾你啦。
If you flunk this exam, you'll have to repeat the course.	你炒咗呢個考試就要重讀㗎喇。
It is often said that nothing is more precious than time.	啲人成日話無乜嘢重要得過時間。
My father bought me a digital watch for birthday present.	我老豆送咗隻電子錶俾我做生日禮物。
People used to think that only humans could use language.	以前啲人以為淨係得人類先識用語言溝通。
She has been looking after her sick sister for ten years.	佢照顧佢個病咗嘅細妹已經照顧咗十年喇。
Some college teachers come to class late and leave early.	有啲大學教授好鍾意遲嚟早走。
The reason why you failed is you did not try hard enough.	因為你唔夠努力，所以先會失敗。
The teacher suggested that we go to the library to study.	個老師提議我哋去圖書館溫書。
Tom didn't want to interrupt Mary while she was studying.	阿Tom唔想喺Mary讀書嗰陣打攪佢。
We're thinking of adding on another bedroom to the house.	我哋諗緊好冇喺間屋到間多一間睡房。
What difference does it make if people are looking at us?	啲人望住我哋又點啫？
What difference does it make if people are looking at us?	啲人望住我哋又有分別咩？
Who do you think was watching TV in this room last night?	你話尋晚係邊個喺呢間房度睇緊電視嘅吖嗱？
You have changed so much that I can hardly recognize you.	你變咗咁多嘅，我都差唔多唔認得你喇。
You'll get a clear picture with this antenna on the roof.	擺咗呢條天線喺屋頂度，個畫面就會清啲㗎喇。
Did you have a lot of happy experiences in your childhood?	你細個嗰陣係咪有好多開心嘅經歷呢？
I asked the waiter to see about getting us a better table.	我叫個侍應睇吓可唔可以幫我哋換張好啲嘅枱。
I don't care where we eat dinner. It's entirely up to you.	去邊度食我都冇所謂，你話事得㗎喇。
I have a lot of flowers. Some are red and some are yellow.	我種咗好多花，有啲係紅色嘅，有啲係黃色嘅。
I met her by chance on the train the day before yesterday.	我前日喺火車度撞到佢。
I want all of the furniture taken to our house right away.	唔該即刻將啲傢俬送晒去我哋屋企吖。
I wonder if he can lend me his guitar during the vacation.	唔知佢放假嗰陣可唔可以借部結他俾我呢？
Living abroad is the best way to learn a foreign language.	喺外國生活係學外語嘅最佳方法。
The doctor told me to inhale and exhale slowly and deeply.	個醫生叫我慢慢噉深呼吸。
We need to burn all this stuff before the police get here.	我哋要喺警察嚟之前將呢啲嘢全部燒晒佢。
Would you read my letter and correct the mistakes, if any?	你可唔可以睇吓我封信，有咩錯嘅地方就幫我改咗佢呀？
You should hand in your homework by Friday, at the latest.	呢份功課最遲禮拜五交。
After thinking long and hard, I put the plan into practice.	我認真咁諗咗好耐，終於決定將個計劃付諸行動。
Are you aware of how much money your son has been spending?	你知唔知你個仔最近使咗幾多錢？
As is usual with him, he arrived a quarter of an hour late.	佢例牌遲咗十五分鐘嚟。
Excuse me, but is this the right way to the subway station?	唔好意思呀，我想問吓呢條路去唔去到地鐵站㗎？
I'm not interested in the tea ceremony or flower arranging.	我對茶道同插花都冇乜興趣。
It is no use going to school if you are not going to study.	你唔讀書，返學都冇用㗎。
Japanese is often said to be a difficult language to learn.	啲人成日話日文好難學。
Leaving something unfinished is the worst thing you can do.	冇乜嘢衰得過半途而廢。
My sister was robbed of her bag on her way home last night.	我家姐尋晚返屋企嗰陣俾人搶咗個手袋。
Now that you're a college student, you should study harder.	你而家係大學生喇，應該努力啲讀書。
This is a very important meeting. You ought not to miss it.	呢個會好緊要㗎，你唔好唔嚟呀。
To tell the truth, I would rather stay at home than go out.	老實講，我其實想留喺屋企，唔想出街㗎。
Tom likes to listen to music while he's doing his homework.	阿Tom好鍾意一路聽歌一路做功課。
With the approach of Christmas, business improved somewhat.	聖誕節就快到，生意都好咗啲。
All the doctor's efforts were in vain and the man soon died.	個醫生雖然已經盡晒力，但係個病人都係冇幾耐就死咗。
By the time the sun sets, we will arrive at the destination.	喺太陽落山之前，我哋就會到達目的地㗎喇。
It's been almost ten years, but you're as beautiful as ever.	過咗差唔多十年，你都仲係同以前一樣咁靚。
Now that you are grown up, you must not behave like a child.	你而家係大人嚟㗎喇，唔好再好似成個細路咁喇。
They were clearing the snow from the sidewalk with a shovel.	佢哋用鏟清理緊行人路啲雪。
We need to get this truck unloaded before it starts raining.	我哋要喺落雨之前將呢架貨車上面啲嘢搬晒落嚟。
We used to sing together all the time when we were children.	我哋細個嗰陣成日一齊唱歌。
You can take a horse to water, but you can't make him drink.	牛唔飲水唔㩒得牛頭低。
You should go to the dentist and have that tooth pulled out.	你應該去睇牙醫，掹咗隻牙佢。
Do you know how many people turned up at the dance last week?	你知唔知上個禮拜個舞會有幾多人嚟咗呀？
He must be a good walker to have walked such a long distance.	佢行咗咁遠路，啲腳力實好好喇。
How many people did you buy Christmas presents for this year?	你今年買咗聖誕禮物俾幾多個人呀？
I'd like to teach in a school with highly-motivated students.	我想教間同學好有動力嘅學校。
If you leave now, I'm sure you'll be caught in a traffic jam.	你而家出門口，實塞車啦。
Over ten thousand messages are sent every second on Facebook.	喺Facebook每一秒都有超過一萬個訊息發出。
The car crashed into the guard-rail and rolled down the hill.	架車撞咗埋個欄杆度，碌咗落山。
Tom might not want to sing in front of such a large audience.	阿Tom未必想喺咁多人面前唱歌。
I'm a vegetarian, so I'd rather not have meat, if that's okay.	我食齋嘅，所以如果可以嘅話我唔想食肉。
If I should be late getting home, please don't wait up for me.	如果我好夜都未返，你就自己瞓先啦，唔使等我。
Mother insists that we should be home by seven in the evening.	阿媽一定要我哋喺夜晚七點之前返到屋企。
Organic vegetables are popular because they're safe and tasty.	有機菜咁多人鍾意係因為佢哋又安全又好食。
Organic vegetables are popular because they're safe and tasty.	有機菜安全好食，所以咁多人食。
The student became very nervous with the teacher watching him.	個學生俾個老師望到周身唔自在。
Tom didn't learn how to play the guitar until he was thirteen.	阿Tom十三歲先開始學結他。
Tom promised me that tonight he'd sing that new song he wrote.	阿Tom應承我話今晚會唱佢寫嗰首新歌。
Tom reached into his pocket and pulled out a handful of coins.	阿Tom伸咗隻手落個袋到，拎咗幾個銀仔出嚟。
We probably don't have enough time to finish doing that today.	我哋應該唔夠時間喺今日之內搞掂佢。
What is still better is that the house has a beautiful garden.	更加正嘅係間屋仲有一個好靚嘅花園。
When Mary reached the bus stop, the last bus had already left.	瑪莉到咗個巴士站嗰陣，架尾班巴士已經走咗喇。
Yesterday I was caught in a shower on my way home from school.	我尋日放學返屋企嗰陣突然間落大雨。
You must get this homework finished by the day after tomorrow.	你後日一定要做完呢份功課。
All the words underlined in red should be checked for spelling.	有紅色底線嗰啲字全部都要檢查吓有冇串錯。
I am sure I met him somewhere, but I do not remember who he is.	我好肯定係邊度見過佢，但係又唔認得佢。
I'm going through my closet to find clothes to give to charity.	我喺我個衣櫃度摷緊有冇衫可以捐出去做善事。
If you can see your breath when you exhale, you know it's cold.	如果你呼氣嗰陣見到有啲氣噴出嚟，就啫係天氣好凍喇。
It makes little difference to me whether you believe it or not.	你信又好，唔信又好，對我嚟講無咩分別。
Showing your real feelings is not considered a virtue in Japan.	直率喺日本人嘅眼裏面並唔係一種美德。
They looked everywhere for him, but couldn't find him anywhere.	佢哋已經周圍搵過佢，但係就邊度都搵唔到佢。
Tom has finished reading the book that Mary gave him yesterday.	阿Tom已經睇完Mary尋日俾佢嗰本書喇。
We have probably about three hundred of those in our warehouse.	我哋倉到應該有三百個左右。
We wouldn't be in this mess if you'd just done what I told you.	如果你照住我嘅說話去做，我哋而家就唔會搞成噉啦。
Why did you tear the cloth instead of cutting it with scissors?	你做咩搵隻手嚟搣塊布，唔用較剪剪呀？
I may be unsociable, but it doesn't mean I don't talk to people.	我可能社交唔係好好，但係唔代表我唔同人講嘢。
It would be better for both of us not to see each other anymore.	我哋都係唔好再見面喇。
We associate the name of Einstein with the theory of relativity.	一提到愛因斯坦，我哋就會諗起相對論。
After a six month period, his leg was healed and is normal again.	過咗六個月，佢隻腳就醫返好，變返正常喇。
Father has lost his job, and what's worse, Mother has fallen ill.	阿爸冇咗份工，更加慘嘅係阿媽又病咗。
I spoke to him in English, but I couldn't make myself understood.	我用英文同佢講嘢，但係佢聽唔明。
If I had eaten breakfast this morning, I would not be hungry now.	如果我今朝食咗早餐，而家就唔使咁肚餓啦。
It is difficult, if not impossible, for me to beat him at tennis.	要我打網球打贏佢唔係冇可能都好難啦。
No sooner had the child seen his mother than he burst into tears.	個細路一見到阿媽就喊咗出嚟。
Tom put his money in the box, and then put the box in the drawer.	阿Tom擺咗啲錢落個箱到，再將個箱擺咗落個櫃桶到。
Unfortunately, I can't afford to buy everything I need right now.	真係唔好彩，我買唔起我所有依家要嘅嘢。
We can continue playing, as long as we don't make too much noise.	我哋可以繼續玩，唔好嘈到人就得喇。
We're going up into the mountains, so why don't you come with us?	我哋諗住去行山，你一唔一齊呀？
When you shake hands with somebody, you must look him in the eye.	同人哋握手嗰陣，一定要有眼神接觸。
You had better go to bed right away, or your cold will get worse.	你都係快啲去瞓啦，如果唔係啲感冒就會愈嚟愈勁㗎啦。
Human beings differ from animals in that they can think and speak.	人類識得諗嘢同講嘢，但係動物就唔識。呢個就係人類同動物嘅分別喇。
It is not until you go abroad that you realize how small Japan is.	你出國睇吓，先會知道日本係幾咁細。
