Go.	Gå!
I'm making tea.	Jeg laver te.
I'm not a baby.	Jeg er ikke en baby.
I'm not afraid.	Jeg er ikke bange.
I'm not famous.	Jeg er ikke berømt.
I'm not hungry.	Jeg er ikke sulten.
I'm often here.	Jeg er her ofte.
I'm often here.	Jeg er her tit.
I'm often here.	Jeg er tit her.
I'm often here.	Jeg er ofte her.
I'm unemployed.	Jeg er arbejdsløs.
I'm very sorry.	Det må du meget undskylde.
I'm very tired.	Jeg er meget træt.
I've been busy.	Jeg har haft travlt.
Is he a doctor?	Er han en læge?
Is he a doctor?	Er han læge?
Is that French?	Er det der fransk?
It gets better.	Det bliver bedre.
It is Saturday.	Det er lørdag.
It is a secret.	Det er en hemmelighed.
It is ice cold.	Det er iskoldt.
It isn't cheap.	Det er ikke billigt.
It makes sense.	Det giver mening.
It makes sense.	Det er fornuftigt.
It makes sense.	Det lyder fornuftigt.
It was nothing.	Ingen årsag!
It was snowing.	Det sneede.
It was so dark.	Det var så mørkt.
It wasn't ours.	Det var ikke vores.
It's Christmas.	Det er jul.
It's Wednesday.	I dag er det onsdag.
It's hot today.	Det er varmt i dag.
It's not clean.	Det er ikke rent.
It's not funny.	Det er ikke sjovt.
It's not funny.	Det er ikke morsomt.
It's too small.	Det er for lille.
It's too small.	Den er for lille.
Kids are cruel.	Børn er grusomme.
Large or small?	Stor eller lille?
Leave it to me.	Overlad det til mig.
Leave me alone!	Lad mig være!
Leave me alone!	Lad mig være i fred!
Let us go home.	Lad os gå hjem.
Let's meet Tom.	Lad os møde Tom.
Let's play tag.	Lad os lege tagfat.
Let's play tag.	Lad os lege fangeleg.
Let's watch TV.	Lad os se fjernsyn.
Lunch is ready.	Frokosten er klar.
Mary looks hot.	Mary ser hot ud.
May I kiss you?	Må jeg kysse dig?
Money is power.	Penge er magt.
No one knew it.	Ingen vidste det.
Open your eyes.	Åbn dine øjne.
Open your eyes.	Åbn jeres øjne.
Shall we dance?	Skal vil danse?
She cooks well.	Hun er god til at lave mad.
She hugged him.	Hun omfavnede ham.
She is out now.	Hun er ude nu.
She might come.	Hun kommer måske.
She's pregnant.	Hun er gravid.
Spring is here.	Foråret er kommet.
Spring is here.	Foråret er her.
Stop the train.	Stop toget.
Summer is over.	Sommeren er forbi.
Summer is over.	Sommeren er omme.
Take my advice!	Lyt til mit råd!
Take your time.	Tag din tid.
Tell the truth.	Sig sandheden.
Tell the truth.	Sig sandheden!
That's my wife.	Det er min hustru.
That's my wife.	Det er min kone.
That's the law.	Sådan er loven.
That's too bad.	Det var da kedeligt!
That's too bad.	Det er for galt!
That's too bad.	Det var synd!
That's unusual.	Det er usædvanligt.
The birds sang.	Fuglene sang.
They are wrong.	De tager fejl.
They asked him.	De har spurgt ham.
They bought it.	De købte det.
They bought it.	De købte den.
They quarreled.	De skændtes.
They want more.	De vil have mere.
They were mine.	De var mine.
This is boring.	Det her er kedeligt.
This is my dog.	Det er min hund.
Time will tell.	Vi får se.
Tom can't sing.	Tom kan ikke synge.
Tom can't walk.	Tom kan ikke gå.
Tom has a boat.	Tom har en båd.
Tom helped out.	Tom hjalp.
Tom helped out.	Tom har hjulpet.
Tom is a hippy.	Tom er en hippie.
Tom is my name.	Tom er mit navn.
Tom is outside.	Tom er udenfor.
Tom is panting.	Tom gisper.
Tom is shocked.	Tom er chokeret.
Tom is working.	Tom arbejder.
Tom isn't here.	Tom er ikke her.
Tom kept watch.	Tom holdt vagt.
Tom passed out.	Tom besvimede.
Tom took cover.	Tom gik i dækning.
Tom was crying.	Tom græd.
Tom's bluffing.	Tom bluffer.
Tom's divorced.	Tom er skilt.
Tom's out cold.	Tom er ud koldt.
Tom's sleeping.	Tom sover.
Tom's studying.	Tom studerer.
Wash your face.	Vask dit ansigt.
We are cousins.	Vi er søskendebørn.
We can't do it.	Vi kan ikke gøre det.
We have a deal.	Vi har en aftale.
We love coffee.	Vi elsker kaffe.
We shook hands.	Vi gav hinanden hånden.
We were afraid.	Vi var bange.
We were beaten.	Vi blev slået.
We'll help you.	Vi vil hjælpe dig.
We'll help you.	Vi vil hjælpe jer.
We'll tell Tom.	Vi siger det til Tom.
We're not rich.	Vi er ikke rige.
We're starving.	Vi sulter.
What a hot day!	Sikke en varm dag!
What do you do?	Hvad gør du?
What is it now?	Hvad er der nu?
Where is Paris?	Hvor er Paris?
Where is Paris?	Hvor ligger Paris?
Where were you?	Hvor var du?
Where's my car?	Hvor er min bil?
Where's my son?	Hvor er min søn?
Who did he see?	Hvem så han?
Who did he see?	Hvem har han set?
Who found them?	Hvem fandt dem?
Who killed Tom?	Hvem dræbte Tom?
Why do you lie?	Hvorfor lyver du?
Why is he here?	Hvorfor er han her?
Yes, I know it.	Ja, jeg ved det.
You lied to me.	Du løj over for mig.
You lied to me.	Du løj overfor mig.
You smashed it.	Du har smadret det.
You smashed it.	Du smadrede det.
You smashed it.	Du har smadret den.
You were right.	Du havde ret.
You were wrong.	Du tog fejl.
You're welcome.	Det var så lidt.
You've changed.	Du har forandret dig.
Am I boring you?	Keder jeg dig?
Am I boring you?	Keder jeg jer?
Are you at home?	Er du hjemme?
Are you guys OK?	Er I ok?
Are you married?	Er du gift?
Are you serious?	Mener du det alvorligt?
Balls are round.	Bolde er runde.
Bite the bullet.	Bid i det sure æble.
Call the police!	Ring til politiet!
Can I leave now?	Kan jeg gå nu?
Can you do that?	Kan du gøre det?
Can you find it?	Kan du finde det?
Can you open it?	Kan du åbne det?
Can you open it?	Kan du åbne den?
Close your eyes.	Luk dine øjne.
Come if you can.	Kom hvis du kan.
Congratulations!	Tillykke!
Congratulations!	Til lykke!
Congratulations!	Gratulerer!
Did Tom find it?	Fandt Tom det?
Did Tom find it?	Har Tom fundet det?
Did he say that?	Har han sagt det?
Did you miss me?	Har du savnet mig?
Did you miss me?	Savnede du mig?
Dig a deep hole.	Grav et dybt hul.
Do I look tired?	Ser jeg træt ud?
Do we have time?	Har vi tid?
Do you like tea?	Kan du lide te?
Do you love Tom?	Elsker du Tom?
Do you love Tom?	Elsker I Tom?
Don't get drunk.	Bliv ikke beruset!
Don't get drunk.	Drik dig ikke fuld!
Don't trust Tom.	Stol ikke på tom.
Drink your milk.	Drik din mælk.
Get off my lawn.	Forsvind fra min græsplæne!
Get out of here.	Forsvind herfra.
Get out of here.	Gå væk herfra.
Give them to me.	Giv mig dem!
He bought a car.	Han har købt en bil.
He came running.	Han kom løbende.
He did not come.	Han kom ikke.
He did not come.	Han er ikke kommet.
He had no money.	Han havde ingen penge.
He had no money.	Han havde ikke nogen penge.
He has two cats.	Han har to katte.
He has two dogs.	Han har to hunde.
He likes Disney.	Han holder af Disney.
He looks strong.	Han ser stærk ud.
He loves soccer.	Han elsker fodbold.
He made her cry.	Han fik hende til at græde.
He seems honest.	Han synes at være ærlig.
He tires easily.	Han bliver let træt.
He writes books.	Han skriver bøger.
He's a gardener.	Han er gartner.
He's a tall boy.	Han er en høj dreng.
He's dead drunk.	Han er kanonfuld.
He's helping me.	Han hjælper mig.
He's her friend.	Han er hendes ven.
He's photogenic.	Han er fotogen.
Here's your dog.	Her er din hund.
His name is Tom.	Hans navn er Tom.
How about 12:45?	Hvad med 12:45?
How big you are!	Så stor du er!
How old are you?	Hvor gammel er du?
I abhor spiders.	Jeg afskyr edderkopper.
I abhor spiders.	Jeg afskyer edderkopper.
I abhor spiders.	Jeg kan ikke fordrage edderkopper.
I am from Egypt.	Jeg er fra Ægypten.
I am from Spain.	Jeg er fra Spanien.
I am not afraid.	Jeg er ikke bange.
I am not eating.	Jeg spiser ikke.
I am very sorry.	Det beklager jeg meget.
I am very tired.	Jeg er meget træt.
I ate the apple.	Jeg spiste æblet.
I can't hear it.	Jeg kan ikke høre det.
I can't see you.	Jeg kan ikke se dig.
I cycle to work.	Jeg cykler til arbejde.
I cycle to work.	Jeg tager cyklen til arbejde.
I got sunburned.	Jeg blev solskoldet.
I hate shopping.	Jeg hader at gå på indkøb.
I have an apple.	Jeg har et æble.
I have bad news.	Jeg har en dårlig nyhed.
I have bad news.	Jeg har dårlige nyheder.
I have to sleep.	Jeg skal sove.
I have two cats.	Jeg har to katte.
I have two cats.	Jeg ejer to katte.
I hope Tom wins.	Jeg håber Tom vinder.
I just found it.	Jeg har lige fundet det.
I just found it.	Jeg har lige fundet den.
I just got home.	Jeg er lige kommet hjem.
I know your son.	Jeg kender din søn.
I lay on my bed.	Jeg lå på min seng.
I like your cat.	Jeg kan godt lide din kat.
I live in Hyogo.	Jeg bor i Hyogo.
I lived in Rome.	Jeg boede i Rom.
I look like Tom.	Jeg ligner Tom.
I look like Tom.	Jeg ser ud som Tom.
I lost my watch.	Jeg mistede mit ur.
I love hot dogs.	Jeg elsker hotdogs.
I love to sleep.	Jeg elsker at sove.
I love you guys.	Jeg elsker jer.
I made brownies.	Jeg har lavet brownies.
I made brownies.	Jeg har lavet brownier.
I need a doctor.	Jeg har brug for en læge.
I need a hammer.	Jeg har brug for en hammer.
I need a pencil.	Jeg har brug for en blyant.
I often see him.	Jeg ser ham ofte.
I paid for them.	Jeg betalte for dem.
I paid for them.	Jeg har betalt for dem.
I paid my taxes.	Jeg har betalt mine skat.
I rang the bell.	Jeg ringede på klokken.
I read the book.	Jeg læste bogen.
I run every day.	Jeg løber hver dag.
I see the queen.	Jeg ser dronningen.
I speak Swedish.	Jeg taler svensk.
I think so, too.	Det tror jeg også.
I want an apple.	Jeg vil gerne have et æble.
I want an apple.	Jeg vil have et æble.
I want to sleep.	Jeg vil sove.
I was a teacher.	Jeg var lærer.
I was at school.	Jeg var i skole.
I was too small.	Jeg var for lille.
I went shopping.	Jeg tog på indkøb.
I won't give up.	Jeg vil ikke give op.
I'll go ask Tom.	Jeg vil gå hen og spørge Tom.
I'll go by taxi.	Jeg vil tage en taxi.
I'm a bit tipsy.	Jeg er en smule bedugget.
I'm about ready.	Jeg er næsten færdig.
I'm color-blind.	Jeg er farveblind.
I'm from France.	Jeg er fra Frankrig.
I'm my own boss.	Jeg er min egen direktør.
I'm my own boss.	Jeg er min egen chef.
I'm not a child.	Jeg er ikke et barn.
I'm not a robot.	Jeg er ikke en robot.
I'm not thirsty.	Jeg er ikke tørstig.
I'm on the list.	Jeg er på listen.
I'm very sleepy.	Jeg er meget søvnig.
Is anybody here?	Er der nogen her?
Is she a doctor?	Er hun en læge?
Is your car new?	Er din bil ny?
It is hot today.	Det er varmt i dag.
It's a nice day.	Det er en fin dag.
It's almost six.	Klokken er næsten seks.
It's cold today!	Det er koldt i dag!
It's cold today.	I dag er det koldt.
It's impossible.	Det er umuligt.
It's warm today.	Det er varmt i dag.
Just ignore him.	Ignorer ham bare.
Keep the change!	Behold byttepengene!
Let's go by bus.	Lad os tage bussen.
Look at the cat.	Kig på katten.
Look at the sky.	Kig på himlen.
Maybe it's true.	Det er muligvis sandt.
Meet me at 2:30.	Mød mig klokken halv tre.
Meet me tonight.	Mød mig i nat.
Merry Christmas!	Glædelig jul!
Merry Christmas!	God jul!
Nature is cruel.	Naturen er grusom.
Never forget it.	Glem det aldrig!
Never let me go.	Lad mig aldrig gå.
Nobody got hurt.	Ingen blev såret.
Open your books.	Åbn jeres bøger.
Open your mouth!	Åbn munden!
Prices are high.	Priserne er høje.
Raise your hand.	Ræk hånden op.
She is a doctor.	Hun er læge.
She is a singer.	Hun er sanger.
She lost a book.	Hun har mistet en bog.
She lost a book.	Hun mistede en bog.
She talks a lot.	Hun taler meget.
She's no singer.	Hun er ingen sanger.
Shut your mouth.	Hold mund!
Spring has come.	Foråret er kommet.
Spring has come.	Våren er kommet.
Steal the money.	Stjæl pengene.
Take no chances.	Tag ingen chancer.
Tell me a story.	Fortæl mig en historie!
That car is his.	Den bil er hans.
That dog jumped.	Den hund sprang.
That was enough.	Det var nok.
That's a church.	Det er en kirke.
That's the snag.	Der ligger hunden begravet!
That's too late.	Det er for sent.
That's too much!	Det er for meget!
That's too much.	Det er for meget!
The answer's no.	Svaret er nej.
The car is blue.	Bilen er blå.
The dog growled.	Hunden knurrede.
The dog is dead.	Hunden er død.
The dog is mine.	Hunden er min.
The leaves fell.	Bladene faldt.
The sea is blue.	Havet er blåt.
The truth hurts.	Sandheden gør ondt.
There's a table.	Der er et bord.
There's our bus.	Der er vores bus.
There's our bus.	Der kommer vores bus!
There's the rub.	Der ligger hunden begravet!
These are Tom's.	Disse er Toms.
These are Tom's.	De her er Toms.
They don't care.	De er ligeglade.
They live there.	De bor der.
They sell candy.	De sælger slik.
They understood.	De forstod.
They understood.	De har forstået.
This is illegal.	Dette er illegalt.
This is illegal.	Dette er ulovligt.
This is unusual.	Dette er usædvanligt.
To err is human.	Det er menneskeligt at fejle.
Today is Monday.	I dag er det mandag.
Tom got married.	Tom blev gift.
Tom had to stop.	Tom var nødt til at stoppe.
Tom has a cough.	Tom har hoste.
Tom is a Muslim.	Tom er en muslim.
Tom is a Muslim.	Tom er en muhamedaner.
Tom is a Muslim.	Tom er en muselmand.
Tom is a Muslim.	Tom er muslim.
Tom is a hippie.	Tom er en hippie.
Tom is a misfit.	Tom er en utilpasset.
Tom is at lunch.	Tom er til frokost.
Tom is barefoot.	Tom er barfodet.
Tom is bluffing.	Tom bluffer.
Tom is busy now.	Tom har travlt nu.
Tom is divorced.	Tom er skilt.
Tom is generous.	Tom er generøs.
Tom is sleeping.	Tom sover.
Tom is the best.	Tom er den bedste.
Tom isn't fussy.	Tom er ikke kræsen.
Tom isn't petty.	Tom er ikke smålige.
Tom just called.	Tom har lige haft ringet.
Tom just called.	Tom har lige ringet.
Tom lit a match.	Tom tændte en tændstik.
Tom looks tired.	Tom ser træt ud.
Tom missed Mary.	Tom savnede Mary.
Tom texted Mary.	Tom sms'ede til Mary.
Tom texted Mary.	Tom SMS'ede til Mary.
Tom told a joke.	Tom fortalte en vittighed.
Tom was curious.	Tom var nysgerrig.
Tom was present.	Tom var til stede.
Tom was thirsty.	Tom var tørstig.
Tom will suffer.	Tom vil lide.
Tom will suffer.	Tom kommer til at lide.
Tom's dangerous.	Tom er farlig.
Tom's my friend.	Tom er min ven.
Unlock the door.	Lås døren op.
Walls have ears.	Vægge har ører.
We are in Paris.	Vi er i Paris.
We don't forget.	Vi glemmer ikke.
We met a writer.	Vi mødte en forfatter.
We must find it.	Vi må finde den.
We must find it.	Vi må finde det.
We study French.	Vi studerer fransk.
We went too far.	Vi er gået for langt.
We went too far.	Vi gik for langt.
We'll chance it.	Vi vil tage chancen.
We're gardeners.	Vi er gartnere.
Were they lying?	Løj de?
What a huge dog!	Sikke en kæmpestor hund!
What a huge dog!	Sikken en kæmpestor hund!
What a surprise!	Hvilken overraskelse!
What did he say?	Hvad sagde han?
What time is it?	Hvad er klokken?
What went wrong?	Hvad gik galt?
What went wrong?	Hvad er gået galt?
What's going on?	Hvad sker der?
What's going on?	Hvad foregår der?
What's the time?	Hvad er klokken?
What've you got?	Hvad har I?
Where is my car?	Hvor er min bil?
Where's Tom now?	Hvor er Tom nu?
Which is better?	Hvilken er bedst?
Which is better?	Hvilken en af de to er bedst?
Who betrayed us?	Hvem har forrådt os?
Who do you love?	Hvem elsker du?
Who is that man?	Hvem er den mand?
Why did you cry?	Hvorfor græd du?
You are naughty.	Du er uartig.
You got cheated.	Du blev snydt.
You look strong.	Du ser stærk ud.
You look stupid.	Du ser dum ud.
You should come.	Du burde komme.
You're an angel!	Du er en engel!
You're an angel.	Du er en engel!
You're an idiot.	Du er en idiot.
You're impolite.	Du er uhøflig.
You're my child.	Du er mit barn.
A bird has wings.	En fugl har vinger.
A cab is waiting.	En taxa står og venter.
A cab is waiting.	Der står en taxa og venter.
A girl phoned me.	En pige ringede til mig.
Air is invisible.	Luft er usynlig.
Anyone can do it.	Alle kan gøre det.
Are we in danger?	Er vi i fare?
Are you a doctor?	Er du læge?
Are you a golfer?	Spiller du golf?
Are you dyslexic?	Er du ordblind?
Are you freezing?	Fryser du?
Are you new here?	Er du ny her?
Are you on drugs?	Er du på stoffer?
Atlantis is real.	Atlantis er virkelig.
Birds have wings.	Fugle har vinger.
Brush your teeth.	Børst dine tænder.
Call this number.	Ring til dette nummer.
Can I sleep here?	Kan jeg sove her?
Can rabbits swim?	Kan kaniner svømme?
Can you run fast?	Kan du løbe hurtigt?
Can you stop Tom?	Kan du stoppe Tom?
Close the window.	Luk vinduet.
Close your books.	Luk jeres bøger.
Continue digging.	Fortsæt med at grave.
Cookie is my dog.	Cookie er min hund.
Did you vote yet?	Har du stemt?
Did you vote yet?	Har du fået afgivet din stemme?
Do you feel sick?	Har du det ikke godt?
Do you feel sick?	Føler du dig dårlig?
Do you feel sick?	Føler du dig utilpas?
Do you feel sick?	Har du kvalme?
Do you feel sick?	Har du det dårligt?
Do you have rice?	Har du ris?
Do you like golf?	Kan du lide golf?
Do you live here?	Bor du her?
Do you play golf?	Spiller du golf?
Do you trust her?	Stoler du på hende?
Do you want fish?	Vil du have fisk?
Do you want help?	Ønsker du hjælp?
Do you want help?	Ønsker I hjælp?
Do you want kids?	Vil du have børn?
Don't look at me.	Lad være med at kigge på mig.
Drink more water.	Drik mere vand.
Enough is enough.	Nok er nok!
Everything is OK.	Alt er fint.
Everything is OK.	Alt er o.k.
Everything is OK.	Alt er godt.
Finish your work.	Færdiggør dit arbejde.
Finish your work.	Gør dit arbejde færdig.
Get to the point.	Kom til sagen!
Get used to that.	Væn dig til det.
Give me a hammer.	Giv mig en hammer.
Give me an apple.	Giv mig et æble.
Give me your gun.	Giv mig din pistol.
Hang on a second.	Vent et øjeblik.
Has Tom returned?	Er Tom vendt tilbage?
Have a nice trip!	God rejse!
Have a nice trip.	Hav en god tur.
Have a nice trip.	Du må have en god tur.
Have a nice trip.	God tur!
He does not know.	Han ved det ikke.
He doesn't drink.	Han drikker ikke.
He doesn't smoke.	Han ryger ikke.
He fed the horse.	Han fodrede hesten.
He gave it to me.	Han gav mig det.
He gave it to me.	Han gav mig den.
He gave it to me.	Han gav det til mig.
He gave it to me.	Han gav den til mig.
He had few teeth.	Han havde få tænder.
He has blue eyes.	Han har blå øjne.
He hates carrots.	Han hader gulerødder.
He hates carrots.	Han afskyr gulerødder.
He hates spiders.	Han hader edderkopper.
He hung up on me.	Han lagde røret på.
He hung up on me.	Han afbrød samtalen.
He is a tall boy.	Han er en høj dreng.
He is dead drunk.	Han er døddrukken.
He is dead drunk.	Han er kanonfuld.
He is her friend.	Han er hendes ven.
He is in trouble.	Han har problemer.
He is my teacher.	Han er min lærer.
He is photogenic.	Han er fotogen.
He loves to fish.	Han elsker at fiske.
He moves quickly.	Han flytter sig hurtigt.
He must love you.	Han må elske dig.
He ran into debt.	Han kom i gæld.
He speaks Arabic.	Han taler arabisk.
He used his head.	Han brugte sit hoved.
He used to drink.	Han plejede at drikke.
He used to drink.	Han drak tidligere.
He was acquitted.	Han blev frikendt.
He was in France.	Han var i Frankrig.
He wears glasses.	Han bærer briller.
He's a bit tipsy.	Han er en smule bedugget.
He's a good liar.	Han er en god løgner.
He's a sophomore.	Han er andetårsstuderende.
He's a sweet guy.	Han er en sød fyr.
He's unconscious.	Han er bevidstløs.
He's very lonely.	Han er meget ensom.
Her hair is long.	Hendes hår er langt.
Here is your dog.	Her er din hund.
Here's your desk.	Her er dit skrivebord.
His name was Tom.	Hans navn var Tom.
How good are you?	Hvor god er du?
I agree with Tom.	Jeg er enig med Tom.
I also like cake.	Jeg kan også lide kage.
I am against war.	Jeg er imod krig.
I am from France.	Jeg er fra Frankrig.
I am not thirsty.	Jeg er ikke tørstig.
I am paid weekly.	Jeg er ugelønnet.
I can hardly see.	Jeg kan næsten ikke se.
I can't help you.	Jeg kan ikke hjælpe dig.
I can't help you.	Jeg kan ikke hjælpe Dem.
I can't help you.	Jeg kan ikke hjælpe jer.
I could kiss you.	Jeg kunne kysse dig.
I could kiss you.	Jeg kunne kysse Dem.
I couldn't stand.	Jeg kunne ikke stå.
I didn't give up.	Jeg gav ikke op.
I didn't like it.	Jeg kunne ikke lide det.
I didn't mean it.	Jeg mente det ikke.
I don't know yet.	Det ved jeg endnu ikke.
I drink to relax.	Jeg drikker for at slappe af.
I drive a hybrid.	Jeg kører i en hybridbil.
I feel so lonely.	Jeg føler mig så ensom.
I found him kind.	Jeg fandt ham venlig.
I got her a doll.	Jeg købte en dukke til hende.
