Hi.	Cső!
Is he busy?	Elfoglalt?
Is he tall?	Ő magas?
Is it blue?	Kék?
Is it done?	Elkészült?
Is it free?	Ingyen van ez?
Is it good?	Jó?
Is it hard?	Kemény?
Is it here?	Itt van?
Is it nice?	Kellemes?
Is it real?	Valódi?
Is it safe?	Biztonságos?
Is it time?	Eljött az idő?
Is it time?	Idő van?
Is it true?	Ez igaz?
Is that OK?	Ez így rendben van?
Is that me?	Ez én volnék?
Is that so?	Ez így van?
Is this OK?	Ez így rendben van?
It happens.	Ez megtörténik.
It is gone.	Elment.
It matters.	Ez számít.
It was Tom.	Tom volt az.
It was big.	Nagy volt.
It's Tom's.	Ez Tomié.
It's awful.	Ez szörnyű.
It's awful.	Ez borzasztó.
It's awful.	Ez rettenetes.
It's blank.	Ez üres.
It's bulky.	Ez terjedelmes.
It's cheap.	Ez olcsó.
It's clean.	Ez tiszta.
It's clear.	Ez világos.
It's clear.	Ez tiszta.
It's close.	Ez zárva van.
It's early.	Korán van.
It's empty.	Ez üres.
It's great.	Fantasztikus!
It's great.	Ez nagyszerű!
It's great.	Príma!
It's great.	Szuper.
It's green.	Ez zöld.
It's magic.	Ez varázslat.
It's my CD.	Ez az én CD-m.
It's ready.	Ez kész van.
It's safer.	Ez biztonságosabb.
It's scary.	Ez ijesztő.
It's scary.	Ez félelmetes.
It's shiny.	Ez fényes.
It's stuck.	Beszorult.
It's stuck.	Beragadt.
It's there.	Az ott van.
It's weird.	Ez furcsa.
It's weird.	Ez fura.
It's white.	Ez fehér.
It's white.	Fehér.
It's wrong.	Ez hibás.
It's wrong.	Ez helytelen.
Jesus wept.	Jézus sírt.
Just do it.	Csak csináld!
Just relax.	Csak nyugodj meg!
Just relax.	Csak nyugodjon meg!
Keep notes.	Készíts feljegyzéseket!
Keep still.	Maradj csöndben!
Keep still.	Ne mozogj!
Keep still.	Maradj mozdulatlan!
Keep still.	Maradj nyugton!
Keep still.	Ne izegj-mozogj!
Keep still.	Maradj békén!
Leave town.	Hagyd el a várost!
Let Tom go.	Engedd el Tomit!
Let him in.	Engedd be!
Let me pay.	Hadd fizessek!
Let me see.	Hadd nézzem.
Let's chat.	Csevegjünk!
Let's kiss.	Csókolózzunk!
Let's play.	Játsszunk!
Let's pray.	Imádkozzunk!
Let's quit.	Lépjünk ki!
Let's vote.	Szavazzunk!
Let's work.	Munkára fel!
Let's work.	Dolgozzunk!
Let's work.	Munkára!
Lighten up.	Higgadj le!
Lighten up.	Lazíts!
Lighten up.	Nyugodj le!
Lighten up.	Csillapodj le!
Look again.	Nézd meg újra!
Look ahead.	Nézz előre!
Look there.	Nézz oda!
Love hurts.	A szerelem fáj.
Love lasts.	A szerelem megmarad.
Mama cried.	Anyu sírt.
No kidding?	Nem viccelsz?
No problem!	Nem gond.
No problem!	Nem baj.
No problem!	Nem gáz!
No problem!	Nincs baj!
No problem!	Nincs semmi baj!
No problem!	Semmi baj!
No problem.	Semmi gond.
No problem.	Semmi baj.
Now let go.	Most megyünk.
Once again.	Még egyszer.
Pick it up.	Vedd fel!
Replace it.	Cseréld ki!
Say cheese.	Mondd, hogy csíz!
Say please.	Mondd szépen: kérem!
Scoot over.	Rohanj át!
Shadow him.	Kövesd!
She smiled.	Mosolygott.
Shove over.	Lökd át!
Sing along.	Énekelj vele!
Stand back!	Állj hátrébb!
Start here.	Kezdd el itt!
Start here.	Itt kezdd el!
Start over.	Kezdd elölről!
Start over.	Kezdd újra!
Stay alert.	Maradj ébren!
Stay alert.	Maradj résen!
Stay awake.	Maradj ébren!
Stay close.	Maradj közel!
Stay quiet.	Maradj csendben!
Stay still.	Maradj mozdulatlan!
Stay still.	Maradj nyugton!
Stay there.	Maradj ott!
Step aside.	Állj félre!
Step on it!	Húzz bele!
Stop lying.	Hagyd abba a hazudozást!
Stop there.	Ott állj meg!
Study hard.	Tanuljatok szorgalmasan!
Take a bus.	Szállj buszra!
Take cover!	Keress fedezéket!
Take cover!	Menj fedezékbe!
Take these.	Fogd ezeket!
Talk to me.	Beszélj velem.
Taste this.	Kóstold meg ezt!
That hurts.	Az fáj.
That hurts.	Ez fáj.
That works.	Ez működik.
That'll do.	Ez megteszi majd.
That's Tom.	Tom már csak ilyen.
That's Tom.	Ez Tom.
That's all.	Ez minden.
That's her.	Ez ő.
That's him.	Ez ő.
That's his.	Ez az övé.
That's odd.	Ez különös.
That's odd.	Ez fura.
They agree.	Egyetértenek.
They cheat.	Csalnak.
They stood.	Álltak.
They tried.	Próbálkoztak.
They tried.	Megpróbálták.
They voted.	Szavaztak.
This is it.	Ennyi.
This is it.	Ez az.
This is it.	Ez itt az.
This is me.	Én ilyen vagyok.
This is me.	Ez én vagyok.
This works.	Ez működik.
This'll do.	Ez megteszi majd.
Time flies.	Az idő repül.
Time is up.	Lejárt az idő.
Tom agreed.	Tom egyetértett.
Tom agrees.	Tom egyetért.
Tom bit me.	Tom megharapott.
Tom burped.	Tom böfögött.
Tom called.	Tom hívott.
Tom cheats.	Tom csal.
Tom danced.	Tom táncolt.
Tom dances.	Tomi táncol.
Tom did it.	Tom tette.
Tom drinks.	Tom iszik.
Tom drives.	Tom vezet.
Tom failed.	Tom kudarcot vallott.
Tom forgot.	Tom elfelejtette.
Tom fought.	Tom küzdött.
Tom gasped.	Tom felszisszent.
Tom helped.	Tom segített.
Tom hit me.	Tom megütött engem.
Tom is bad.	Tom rossz.
Tom is big.	Tom nagy.
Tom is fat.	Tomi dagadt.
Tom is fat.	Tomi dagi.
Tom is fat.	Tomi hájas.
Tom is fun.	Tom mókás.
Tom is ill.	Tom beteg.
Tom is mad.	Tom nagyon dühös.
Tom is new.	Tom új.
Tom is odd.	Tom furcsa.
Tom is old.	Tom öreg.
Tom is out.	Tom kint van.
Tom is sad.	Tom szomorú.
Tom is shy.	Tom félénk.
Tom jumped.	Tom ugrott.
Tom moaned.	Tom sóhajtott.
Tom nodded.	Tom bólintott.
Tom obeyed.	Tom engedelmeskedett.
Tom paused.	Tom szünetet tartott.
Tom phoned.	Tom telefonált.
Tom prayed.	Tom imádkozott.
Tom saw it.	Tom látta.
Tom saw me.	Tom látott engem.
Tom saw us.	Tom látott minket.
Tom shaved.	Tom megborotválkozott.
Tom sighed.	Tom felsóhajtott.
Tom snores.	Tom horkol.
Tom stayed.	Tom maradt.
Tom talked.	Tom beszélt.
Tom waited.	Tom várt.
Tom waited.	Tom várakozott.
Tom walked.	Tom sétált.
Tom walked.	Tom gyalog ment.
Tom winked.	Tom kacsintott.
Tom worked.	Tom dolgozott.
Tom yawned.	Tom ásított.
Tom yelled.	Tom kiáltott.
Tom'll cry.	Tom sírni fog.
Tom'll die.	Tom meg fog halni.
Tom'll pay.	Tom fog fizetni.
Tom's busy.	Tom elfoglalt.
Tom's dead.	Tom meghalt.
Tom's deaf.	Tom süket.
Tom's deaf.	Tom siket.
Tom's fast.	Tom gyors.
Tom's free.	Tom szabad.
Tom's glad.	Tom örül.
Tom's gone.	Tom elment.
Tom's here.	Tom van itt.
Tom's home.	Tom otthon van.
Tom's hurt.	Tom megsérült.
Tom's left.	Tom elment.
Tom's mean.	Tom gonosz.
Tom's safe.	Tom biztonságban van.
Tom's shot.	Tomit meglőtték.
Tom's shot.	Tomit eltalálták.
Tom's sick.	Tom beteg.
Tom's sick.	Tom rosszul van.
Tom's ugly.	Tom ronda.
Tom's weak.	Tom gyenge.
Tom's well.	Tom jól van.
Tough luck!	Pech!
Try harder.	Próbáld erősebben!
Try harder.	Próbáld keményebben!
Try it out.	Próbáld ki!
Turn it up.	Hangosítsd föl.
Turn right.	Fordulj jobbra!
Was he Tom?	Ő volt Tom?
Was he Tom?	Tom volt?
Was it fun?	Vidám volt?
Watch this.	Ezt nézd!
We all die.	Mindnyájan meghalunk.
We can win.	Győzhetünk.
We laughed.	Nevettünk.
We made it.	Megcsináltuk.
We saw Tom.	Láttuk Tamást.
We saw Tom.	Mi láttuk Tomot.
We saw you.	Láttunk.
We'll cook.	Főzni fogunk.
We'll help.	Segítünk.
We're busy.	Elfoglaltak vagyunk.
We're calm.	Nyugodtak vagyunk.
We're cold.	Fázunk.
We're done.	Végeztünk.
We're fair.	Igazságosak vagyunk.
We're fine.	Nálunk minden rendben.
We're free!	Szabadok vagyunk!
We're free.	Szabadok vagyunk.
We're full.	Tele vagyunk.
We're home.	Itthon vagyunk.
We're lazy.	Lusták vagyunk.
We're lost.	Eltévedtünk.
We're poor.	Szegények vagyunk.
We're safe.	Biztonságban vagyunk.
We're sunk.	Elsüllyedtünk.
What a day!	Micsoda nap!
What a day!	Milyen egy nap!
Where am I?	Hol vagyok?
Who are we?	Kik vagyunk?
Who has it?	Kinél van?
Who is she?	Ki ő?
Who phoned?	Ki telefonált?
Who saw me?	Ki látott engem?
Who stayed?	Ki maradt?
Who talked?	Ki beszélt?
Who was it?	Ki volt az?
Who yelled?	Ki kiáltott?
Who's free?	Ki szabad?
Who's here?	Ki van itt?
Who's that?	Ki az?
You called?	Te hívtál?
You can go.	Elmehetsz.
You did it.	Te tetted.
You did it.	Te csináltad.
You got it.	Meglesz.
You got me.	Most megfogtál.
You may go.	Elmehetsz.
You missed.	Elvétetted.
You missed.	Mellé!
You missed.	Mellétrafáltál.
You missed.	Eltaláltad tehénnek szarva közt a tőgyit.
You owe me.	Jössz nekem.
You're bad.	Rossz vagy.
You're big.	Nagy vagy.
You're fun.	Vicces vagy.
You're mad.	Őrült vagy.
You're mad.	Nagyon mérges vagy.
You're odd.	Fura vagy.
You're old.	Öreg vagy.
You're sad.	Szomorú vagy.
You're shy.	Félénk vagy.
You've won!	Nyertél!
Anyone home?	Van otthon valaki?
Anyone hurt?	Valaki megsérült?
Are we done?	Végeztünk?
Are we lost?	Eltévedtünk?
Are we safe?	Biztonságban vagyunk?
Are you Tom?	Te vagy Tom?
Are you Tom?	Tom vagy?
Are you cut?	Megvágtad magad?
Are you fat?	Kövér vagy?
Are you fit?	Fitt vagy?
Are you new?	Te új vagy?
Are you sad?	Szomorú vagy?
Are you shy?	Szégyenlős vagy?
Ask anybody.	Kérdezz bárkit!
Ask for Tom.	Kérd Tomit.
Be creative.	Légy kreatív!
Be creative.	Legyél kreatív.
Be discreet.	Diszkrét legyél!
Be friendly.	Légy barátságos!
Be merciful.	Légy irgalmas!
Be merciful.	Légy könyörületes!
Be punctual.	Légy pontos!
Be ruthless.	Légy könyörtelen!
Be sensible.	Légy érzékeny!
Be thorough.	Légy alapos!
Be tolerant.	Légy toleráns!
Be vigilant.	Légy éber!
Be watchful.	Légy éber!
Beer's good.	A sör jó.
Call me Tom.	Hívjál Tominak!
Can it wait?	Ez várhat még?
Can we come?	Jöhetünk?
Can we help?	Tudunk segíteni?
Can we stop?	Meg tudunk állni?
Can we talk?	Beszélhetnénk?
Can you see?	Látod?
Can you ski?	Tudsz síelni?
Can you try?	Meg tudod próbálni?
Check again.	Ellenőrizd még egyszer!
Come aboard.	Gyere a fedélzetre!
Come closer.	Gyere közelebb!
Come inside.	Gyere be!
Comfort Tom.	Nyugtasd meg Tomit.
Contact Tom.	Vedd fel a kapcsolatot Tomival.
Cook for me.	Főzz nekem!
Count me in.	Benne vagyok!
Did Tom cry?	Tom sírt?
Did Tom eat?	Tom evett?
Did it hurt?	Fájt?
Did it work?	Működött?
Do it again!	Csináld újra!
Do you bowl?	Tekézel?
Do you fish?	Szoktál horgászni?
Do you mind?	Van ellene kifogásod?
Do your job.	Tedd a dolgod!
Don't argue.	Ne vitatkozz!
Don't cheat.	Ne csalj!
Don't fight.	Ne harcolj!
Don't panic!	Ne ess kétségbe!
Don't panic!	Ne majrézz!
Don't panic!	Csigavér!
Don't shoot!	Ne lőj!
Don't shout.	Ne kiabálj!
Don't speak.	Ne beszélj!
Don't stare.	Ne bámulj!
Don't swear.	Ne káromkodj!
Finish this.	Ezt fejezd be!
Forgive Tom.	Bocsáss meg Tominak!
Get dressed.	Öltözz fel!
Get in line.	Sorakozó!
Get in line.	Álljatok sorba!
Get started.	Kezdd el!
Get started.	Fogj neki!
Get started.	Láss neki!
Get to work.	Láss munkához!
Go find Tom.	Menj és keresd meg Tomot!
Go home now.	Menj haza, most.
Go with Tom.	Menj Tomival!
Have a look.	Nézd.
Have we met?	Találkoztunk már?
He can swim.	Tud úszni.
He grew old.	Megöregedett.
He has come!	Megjött!
He has guts.	Van mersze.
He has wine.	Van bora.
He is alone.	Egyedül van.
He is crazy.	Bolond.
He is eight.	Nyolc éves.
He is eight.	Ő nyolc éves.
He is hated.	Utálják.
He is lying.	Hazudik.
He is smart.	Ő okos.
He is young.	Ő fiatal.
He needs it.	Szüksége van rá.
He stood up.	Felállt.
He was busy.	Dolga volt.
He's crying.	Sír.
He's strong.	Ő erős.
He's stupid.	Ez hülye!
Here I come.	Itt vagyok.
Here I come.	Itt jövök.
Here she is!	Itt van!
Here we are!	Itt vagyunk!
How are you?	Hogy vagy?
How are you?	Hogy van?
How are you?	Hogy érzed magad?
How are you?	Hogy érzi magát?
How are you?	Hogy vagytok?
How are you?	Hogy vannak?
How curious!	Milyen kíváncsi!
How is life?	Milyen az élet?
How strange!	Milyen furcsa!
I also went.	Én is mentem.
I am a cook.	Szakács vagyok.
I am a twin.	Van egy ikertestvérem.
I am better.	Jobban vagyok.
I am coming.	Jövök.
I am hungry.	Éhes vagyok.
I am hungry.	Éhes vagyok!
I am hungry.	Megéheztem.
I am taller.	Magasabb vagyok.
I asked Tom.	Megkérdeztem Tomit.
I blame Tom.	Tomit vádolom.
I bought it.	Megvettem.
I can dance.	Tudok táncolni.
I can dance.	Táncolhatok.
I can do it.	Meg tudom csinálni.
I can drive.	Tudok vezetni.
I can't fly.	Nem tudok repülni.
I can't say.	Nem tudom megmondani.
I can't see.	Nem látok.
I confessed.	Gyóntam.
I confessed.	Beismertem.
I don't cry.	Nem szoktam sírni.
I drank tea.	Teát ittam.
I eat bread.	Szoktam kenyeret enni.
I eat fruit.	Gyümölcsöt szoktam enni.
I eat fruit.	Eszem gyümölcsöt.
I exercised.	Edzettem.
I feel good.	Jól érzem magam.
I feel lost.	Elveszettnek érzem magam.
I feel well.	Jól érzem magam.
I felt cold.	Úgy éreztem, hogy fázom.
I felt safe.	Biztonságban éreztem magam.
I felt sick.	Rosszul lettem.
I fired Tom.	Kirúgtam Tomit.
I fired Tom.	Lapátra tettem Tomit.
I forgot it.	Elfelejtettem.
I found Tom.	Megtaláltam Tomit.
I found you.	Megtaláltalak.
I got dizzy.	Megszédültem.
I had a cat.	Volt macskám.
I had to go.	Mennem kellett.
I hate cats.	Utálom a macskákat!
I hate cats.	Ki nem állhatom a macskákat!
I hate math.	Utálom a matekot.
I hate sand.	Utálom a homokot.
I hate work.	Utálom a munkát.
I hated Tom.	Utáltam Tomit.
I have time.	Van időm.
I have wine.	Van borom.
I heard Tom.	Hallottam Tomit.
I heard you.	Figyelembe vettem, amit mondtál.
I hired Tom.	Felvettem Tomit.
I knew that.	Tudtam.
I know that.	Azt tudom.
I know them.	Ismerem őket.
I know this.	Ezt tudom.
I like cake.	Szeretem a süteményt.
I like fish.	Szeretem a halat.
I like milk.	Szeretem a tejet.
I like that.	Tetszik nekem.
I liked Tom.	Tom tetszett nekem.
I lost face.	Megszégyenültem.
I love Mary.	Imádom Marit.
I love beef.	Imádom a marhahúst.
I love cats.	Szeretem a macskákat.
I love dogs.	Szeretem a kutyákat.
I love fish.	Imádom a halakat.
I love golf.	Imádom a golfot.
I love kids.	Imádom a kölyköket.
I love life.	Imádom az életet.
I love soup.	Szeretem a levest.
I love them.	Imádom őket.
I loved you.	Én szerettelek.
I loved you.	Én szerettelek téged.
I must hide.	El kell rejtőznöm.
I must hide.	El kell, hogy bújjak.
I must rest.	Pihennem kell.
I need this.	Szükségem van erre.
I often ski.	Gyakran síelek.
I own a car.	Van egy autóm.
I recovered.	Meggyógyultam.
I said that.	Azt én mondtam.
I saw a dog.	Láttam egy kutyát.
I sell cars.	Autókat értékesítek.
I should go.	Mennem kellene.
I trust Tom.	Megbízom Tomiban.
I trust him.	Bízom benne.
I trust you.	Bízom benned.
I want Mary.	Maryt akarom.
I want kids.	Gyerekeket akarok.
I want more.	Többet akarok.
I want that.	Akarom azt.
I want them.	Akarom azokat.
I want this.	Ezt akarom.
I was alone.	Egyedül voltam.
I was bored.	Unatkoztam.
I was dizzy.	Megszédültem.
I was drunk.	Részeg voltam.
I was fired.	Lapátra tettek.
I was fired.	Útilaput kötöttek a talpamra.
I was happy.	Boldog voltam.
I was hired.	Megkaptam az állást.
I was lucky.	Szerencsés voltam.
I was naive.	Naiv voltam.
I was there.	Én ott voltam.
I was tired.	Fáradt voltam.
I was wrong.	Tévedtem.
I went home.	Hazamentem.
I will help.	Segítek majd.
I will help.	Segíteni fogok.
I will obey.	Szófogadó leszek.
I will wait.	Várni fogok.
I will wait.	Várakozni fogok.
I will walk.	Sétálok majd.
I will work.	Dolgozni fogok.
I won't cry.	Nem fogok sírni.
I won't lie.	Nem fogok hazudni.
I work hard.	Keményen dolgozom.
I work here.	Itt dolgozom.
I'd ask Tom.	Megkérdezném Tomit.
I'll buy it.	Megveszem.
I'll change.	Változtatni fogok.
I'll change.	Változni fogok.
I'll decide.	Én fogok dönteni.
I'm Finnish.	Finn vagyok.
I'm Turkish.	Török vagyok.
I'm a child.	Gyerek vagyok.
I'm a loner.	Magányos vagyok.
I'm a vegan.	Vegán vagyok.
I'm a woman.	Nő vagyok.
I'm all set.	Végeztem.
I'm ashamed.	Szégyellem magam.
I'm at home.	Otthon vagyok.
I'm careful.	Óvatos vagyok.
I'm certain.	Biztos vagyok benne.
I'm correct.	Igazam van.
I'm curious.	Kíváncsi vagyok.
I'm dancing.	Táncolok.
I'm engaged.	El vagyok jegyezve.
I'm excited.	Izgatott vagyok.
I'm excited.	Izgulok.
I'm finicky.	Válogatós vagyok.
I'm furious.	Dühös vagyok.
I'm humming.	Dudorászom.
I'm jealous.	Féltékeny vagyok.
I'm nervous.	Ideges vagyok.
I'm neutral.	Semleges vagyok.
I'm not mad.	Nem vagyok őrült.
I'm reading.	Éppen olvasok.
I'm resting.	Pihenek.
I'm retired.	Nyugdíjas vagyok.
I'm serious.	Komolyan mondom.
I'm serious.	Komolyan beszélek.
I'm shocked.	Meg vagyok döbbenve.
I'm so full.	Dugig vagyok.
I'm so glad.	Annyira örülök.
I'm starved.	Nagyon éhes vagyok.
I'm staying.	Maradok.
I'm thirsty.	Szomjas vagyok.
I'm too fat.	Nagyon kövér vagyok.
I'm touched.	Meg vagyok hatva.
I'm trapped.	Csapdában vagyok.
I'm unarmed.	Fegyvertelen vagyok.
I'm worried.	Aggódom.
I'm wounded.	Megsebesültem.
I've failed.	Kudarcot vallottam.
Ignore that.	Mellőzd azt!
Ignore them.	Mellőzd őket!
Is Tom dead?	Tom meghalt?
Is Tom here?	Tom itt van?
Is Tom home?	Tom otthon van?
Is Tom hurt?	Tom megsérült?
Is Tom lost?	Tom eltévedt?
Is Tom next?	Tom a következő?
Is Tom sick?	Tamás beteg?
Is Tom sure?	Biztos ebben Tom?
Is Tom tall?	Tom magas?
Is it clean?	Ez tiszta?
Is it dirty?	Ez piszkos?
Is it fatal?	Végzetes?
Is it fatal?	Halálos?
Is it foggy?	Ködös idő van?
Is it legal?	Ez törvényes?
Is it legal?	Ez legális?
Is it ready?	Készen van?
Is it there?	Ott van?
Is it to go?	Elvihetem?
Is it to go?	Magammal vihetem?
Is it white?	Ez fehér?
Is it windy?	Szeles az idő?
Is that Tom?	Az Tomi?
Is that fun?	Ez vicces?
Is that new?	Az új?
Is that you?	Te vagy az?
Is this Tom?	Ez Tom?
Is this art?	Ez művészet?
Is this new?	Ez új?
It happened.	Megtörtént.
It is foggy.	Ez ködös.
It may snow.	Lehet, hogy havazni fog.
It was nice.	Remek volt.
It's a doll.	Ez egy baba.
It's a joke.	Ez egy vicc.
It's a pity.	Milyen kár!
It's a pity.	Kár!
It's boring.	Ez unalmas.
It's broken.	Ez elromlott.
It's broken.	Ez eltörött.
It's chilly.	Hűvös van.
It's chilly.	Csípős hideg van.
It's futile.	Hiábavaló.
It's ironic.	Ez ironikus.
It's locked.	Ez zárva van.
It's my bus.	Ez az én buszom.
It's my job.	Ez a munkám.
It's normal.	Ez normális.
It's poison.	Ez méreg.
It's spring.	Tavasz van.
It's stormy.	Viharos idő van.
It's stupid.	Ez hülye!
Just say no.	Csak mondj nemet!
Keep moving.	Mozogj tovább!
Keep trying.	Próbálkozz tovább!
Keep trying.	Próbáld csak!
Keep trying.	Próbálkozz csak!
Let Tom out.	Engedd ki Tomit!
Let me help.	Hadd segítsek!
Let me know.	Tudasd velem!
Let me talk.	Hadd beszéljek!
Let's check.	Ellenőrizzünk!
Let's dance.	Rázzunk egyet!
Let's drink.	Igyunk!
Let's hurry.	Siessünk!
Let's leave.	Távozzunk!
Let's party!	Bulizzunk!
Let's party.	Buli van!
Let's relax.	Pihenjünk!
Let's relax.	Relaxáljunk!
Let's start!	Vágjunk bele!
Let's start!	Csapjunk a lecsóba!
Let's start!	Csapjunk a lovak közé!
Let's start!	Fogjunk hozzá!
Let's start!	Lássunk hozzá!
Let's start!	Nosza!
Let's start!	Rajta!
Let's start.	Kezdjünk!
Life is fun.	Az élet jó móka.
Look around.	Nézz körül!
Look closer.	Nézd meg jobban!
Lunch is on.	Az ebéd ideje ki van jelölve.
Make a wish.	Kívánj egyet!
Many thanks.	Ezer köszönet!
Many thanks.	Lekötelezel!
Many thanks.	Örök hálám!
Many thanks.	A hálám üldözzön!
Memorize it.	Ezt jegyezd meg!
Money talks.	Pénz beszél.
Nice timing.	Szép időzítés.
No one died.	Senki sem halt meg.
Nobody came.	Senki sem jött.
Nobody died.	Senki sem halt meg.
Nobody knew.	Senki sem tudta.
Nobody lied.	Senki sem hazudott.
Please come.	Legyen szíves jönni!
Please come.	Legyen szíves, jöjjön.
Please come.	Gyere, légy szíves!
Please sing.	Kérlek, énekelj!
Please stay.	Kérlek, maradj!
Please stop!	Állj, kérlek!
Please stop!	Légy szíves, állj meg!
Please stop.	Kérlek, hagyd abba!
Please stop.	Kérlek, állj meg!
Please wait.	Kérlek, várj!
Pray for me.	Imádkozz érettem.
Put it back.	Tedd vissza!
Put it down.	Tedd le!
Release Tom.	Engedd el Tomit!
Release him.	Engedd el!
Return fire.	Viszonozzuk a tüzet.
Say goodbye.	Köszönj el!
Say nothing.	Ne mondj semmit!
Send Tom in.	Küldd be Tomit!
Send Tom up.	Küldd fel Tomit!
Settle down!	Telepedj le!
She bit him.	Megharapta.
She hit him.	Megütötte őt.
She is kind.	Ő kedves.
She's happy.	Boldog.
Should I go?	Mennem kellene?
Should I go?	Mennem kéne?
Should I go?	Menjek?
Show Tom in.	Kísérd be Tomit!
Show me how.	Mutasd meg, hogyan!
Sleep tight.	Aludj jól!
Stand aside!	Állj félre!
Stand still!	Állj mozdulatlanul!
Start again.	Kezdd újra!
Stay inside.	Maradj bent!
Step inside.	Lépj be!
Stop moving!	Ne mozogj!
Stop trying.	Hagyd abba a próbálkozást!
Take a rest.	Pihenj!
Take a seat.	Foglalj helyet!
Take a seat.	Foglaljon helyet!
Take action.	Cselekedj!
Take my car.	Menj az én kocsimmal.
Take my car.	Vidd az én autómat.
Talk to Tom.	Beszélj Tomival.
That helped.	Ez segített.
That worked.	Ez működött.
That's cool.	Ez frankó.
That's cool.	Ez baró.
That's cute.	Ez aranyos.
That's easy.	Ez könnyű.
That's good.	Az jó.
That's hers.	Ez az övé.
That's huge.	Ez óriási.
That's nice.	Ez szép.
That's nice.	Ez kedves.
That's ugly.	Ez csúnya.
That's wise.	Ez bölcs.
There's Tom.	Ott van Tom.
They burned.	Elégtek.
They called.	Hívtak.
They called.	Telefonáltak.
They danced.	Táncoltak.
They hugged.	Ölelkeztek.
They kissed.	Csókolóztak.
They obeyed.	Engedelmeskedtek.
They smiled.	Mosolyogtak.
They waited.	Vártak.
They walked.	Sétáltak.
They yelled.	Kiabáltak.
They're bad.	Ők rosszak.
They're new.	Ők újak.
They're new.	Azok újak.
They're old.	Ők öregek.
They're old.	Ők idősek.
Think again.	Gondold át újra!
This is Tom.	Ez Tom.
This is bad.	Ez rossz.
This is his.	Ez az övé.
This is ice.	Ez jég.
This is new.	Ez új.
This stinks.	Ez bűzlik.
Tom ate out.	Tom nem otthon étkezett.
Tom beat me.	Tom legyőzött engem.
Tom blinked.	Tom kacsintott.
Tom blushed.	Tom elpirult.
Tom came in.	Tom bejött.
Tom changed.	Tom megváltozott.
Tom cheated.	Tom csalt.
Tom cheered.	Tom ujjongott.
Tom clapped.	Tom tapsolt.
Tom coughed.	Tom köhögött.
Tom crashed.	Tom balesetet szenvedett.
Tom cringed.	Tom összerezzent.
Tom decided.	Tom döntött.
Tom drowned.	Tom vízbe fulladt.
Tom escaped.	Tom megszökött.
Tom exhaled.	Tom kilélegzett.
Tom fainted.	Tom elájult.
Tom gave up.	Tom feladta.
Tom gets it.	Tom megszerzi.
Tom giggled.	Tom kuncogott.
Tom got big.	Tom nagy lett.
Tom got bit.	Tomit megcsípték.
Tom grinned.	Tom elmosolyodott.
